Loan ID,Customer ID,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Random_Name,Random_Phone_Number
ac8e5698-16a9-46f0-8b57-3fa2e145f8fd,9a561b03-ce0c-411e-85b4-73a108718cb7,108152.0,Short Term,705.0,747156.0,4 years,Rent,Business Loan,20235.38,19.9,15.0,14.0,0.0,174344.0,348062.0,0.0,0.0,George Hamilton,515-850-1879
a656f70b-632d-4513-a20b-88f1edf2c21e,3b69f3b7-4675-4bec-be5c-332d729b284c,174724.0,Short Term,,,5 years,Rent,Debt Consolidation,11341.29,8.2,,4.0,0.0,85633.0,126632.0,0.0,0.0,Nichole Alvarez,298-634-5888
6b3d25b3-33b8-41e3-9995-d6a274ac5844,3d5b68c4-e36c-4562-ac2e-1845c8a3f138,404008.0,Long Term,,,6 years,Home Mortgage,Debt Consolidation,42159.86,15.9,,16.0,0.0,684950.0,1054636.0,0.0,0.0,Charles Griffin,802-535-8398
af0a5a13-350d-4540-a254-c32545ebe2cb,322fdfe1-0113-4a84-8a6d-e93dcfe5d7e2,360228.0,Short Term,740.0,2138906.0,10+ years,Home Mortgage,Debt Consolidation,27984.15,15.5,18.0,8.0,0.0,164008.0,225280.0,0.0,0.0,Angela Park,620-884-6843
d4407af5-9e67-4465-9415-94c3b9575ea4,7883d485-cd19-4e74-84e6-183b0f239996,218724.0,Short Term,,,< 1 year,HaveMortgage,Take a Trip,4967.36,11.0,6.0,7.0,0.0,16511.0,108064.0,0.0,0.0,Amanda Gallegos,575-330-7235
65d23a2f-1818-4cfb-923d-75bdb52013f4,6866ead5-79d6-4102-ac08-a861281efafe,441012.0,Short Term,738.0,979716.0,10+ years,Rent,Debt Consolidation,12899.67,27.3,,11.0,0.0,380228.0,608938.0,0.0,0.0,Nathaniel Baker,632-421-3814
f95c766b-55ca-43a7-966c-67a3ad82e142,481df4a0-f256-4c49-92db-8ae7a5642bdf,337370.0,Long Term,717.0,1146004.0,1 year,Rent,Debt Consolidation,14802.33,21.0,32.0,9.0,0.0,256139.0,423104.0,0.0,0.0,Johnny Strickland,870-593-4995
cc43b784-97e5-4a6d-a75d-1e03f7d059dd,54459ce0-50d7-4957-8f18-e35f4b49214d,765688.0,Long Term,706.0,5951484.0,3 years,Rent,small_business,61498.63,22.4,,13.0,0.0,549100.0,1464980.0,0.0,0.0,Thomas Jackson,765-913-1075
f8fa11bd-d0d2-4c9f-998e-9f9d866803a7,ab86ebb2-c4f4-47dd-b430-3d6270394f8b,468908.0,Long Term,6470.0,1833842.0,8 years,Rent,other,5898.93,14.4,,19.0,1.0,183863.0,809490.0,1.0,0.0,Robert Price,624-641-5394
875c3df0-d022-4aa5-aced-8f29d6722489,1b233b3a-bf6e-478a-be2e-673feb2f5843,219428.0,Short Term,712.0,1301671.0,,Rent,Debt Consolidation,22237.03,15.6,,9.0,0.0,458679.0,624096.0,0.0,0.0,Mary Woods,943-560-1383
769e4e52-d0e7-435c-a87d-1dbf2daaaf94,401b284d-0f6a-443f-84be-b79e8df33620,574904.0,Short Term,706.0,1306592.0,9 years,Rent,other,8078.99,14.0,,4.0,0.0,1596.0,306196.0,0.0,0.0,Edward Pena,143-494-9280
41e8f5a6-78a8-4f1b-9de3-4c6079d52076,3c6cdac9-88c7-4fa1-a5a1-18de2e1a3097,401192.0,Short Term,704.0,1539912.0,10+ years,Rent,Debt Consolidation,27500.41,22.0,,18.0,0.0,423092.0,769054.0,0.0,0.0,Erik Griffin,766-917-4518
c3552bfe-912d-42f2-b25e-73d899e0de8b,b171374b-7aa3-42bb-b242-3bca259f8f28,257444.0,Short Term,736.0,648508.0,10+ years,Rent,Debt Consolidation,5944.53,17.5,46.0,10.0,0.0,204516.0,621566.0,0.0,0.0,Dr. Michael Jackson,374-547-1108
89dbf9cb-714a-44de-9412-add4e3e85c45,16f4e4a9-6a99-417e-9c31-89579951083b,309694.0,Long Term,,,10+ years,Own Home,Debt Consolidation,23473.17,26.0,38.0,10.0,0.0,402059.0,650188.0,0.0,0.0,Margaret Cox,882-768-2592
dd80a04f-e1d4-4182-9bf7-a1966558e28a,55cedc7a-f5b2-4ac7-a7ef-bb2eb635ba90,214258.0,Short Term,,,1 year,Rent,Debt Consolidation,7207.46,12.8,69.0,10.0,1.0,209361.0,338580.0,0.0,0.0,Julie Young,692-504-1839
4066eff2-4f29-48dd-9408-9c0cc68afc42,23bb03ea-cee4-420f-aae0-5a99e05c62a6,325754.0,Short Term,,,4 years,Home Mortgage,Debt Consolidation,14301.3,25.0,13.0,11.0,0.0,165186.0,466532.0,0.0,0.0,Denise Smith,292-254-1358
a652d67e-e99d-46d7-b8c4-aba02bfe3403,4aec62aa-c53f-4779-9535-c5f9d3925976,651354.0,Short Term,,,10+ years,Home Mortgage,Home Improvements,32314.25,19.1,37.0,21.0,0.0,356687.0,1868768.0,0.0,0.0,Crystal Robinson,136-563-7863
628dd91e-2c5e-4a07-b5f5-00b4cbc93253,cef6a8aa-4821-4e14-a03e-75c2f1490049,262108.0,Short Term,733.0,855342.0,7 years,Rent,Debt Consolidation,9194.86,22.8,,5.0,0.0,110884.0,224840.0,0.0,0.0,Amanda Sanchez,482-500-1328
1e5e3699-94cc-4887-ba33-29d0b1096a15,67a35b69-620c-4498-8325-cd9bd20c33c3,310376.0,Short Term,,,2 years,Rent,Debt Consolidation,5101.12,8.5,,10.0,0.0,126179.0,241890.0,0.0,0.0,Tara Benjamin,801-125-3852
b69432ba-4651-415b-9fe1-200469d3c9fd,75a48dbf-05c4-4ef4-bbe1-1a54a52b2d39,429616.0,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,21998.58,22.3,25.0,12.0,0.0,321898.0,847066.0,0.0,0.0,Courtney Palmer,426-851-2915
2f5d0697-7dbb-44b2-9bd4-db4a51370f61,6bdae209-f82f-4c2d-9be3-17af444c5b44,414744.0,Short Term,706.0,1164225.0,10+ years,Rent,Debt Consolidation,14746.66,10.5,,17.0,0.0,258172.0,797170.0,0.0,0.0,Mary Perez,196-400-5478
8ab9234f-3964-4c1c-bda0-d993fbd62f24,5ef6d424-eada-4bab-8904-4f7f26523c92,654126.0,Long Term,646.0,2504504.0,9 years,Home Mortgage,other,14818.48,31.9,11.0,7.0,0.0,130264.0,187594.0,0.0,0.0,Rebecca Johnson,925-456-8213
42a25517-cef8-41d4-b56e-629e17618252,395a76dd-8ad0-45fb-ae56-bd848e300352,539990.0,Long Term,682.0,1790807.0,2 years,Home Mortgage,Debt Consolidation,24026.64,17.3,53.0,13.0,1.0,81358.0,382910.0,1.0,0.0,Russell Lewis,478-456-9107
9386034f-3370-496c-8695-0082aa055281,8f36428b-2b8d-4fed-8e35-5d8a92c7cc8f,531476.0,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,30122.6,26.4,,26.0,0.0,658559.0,3272720.0,0.0,0.0,Kari Cordova,590-793-9984
443bcf4c-2f98-42c9-8034-0870be82c4c6,5b064f68-e99a-4597-80c7-2f2ac4ebea9a,316426.0,Long Term,717.0,683183.0,1 year,Rent,Debt Consolidation,16453.24,15.0,2.0,10.0,0.0,136952.0,554488.0,0.0,0.0,Christopher Roberts,826-857-3158
a58abd00-1fa0-412b-8d02-4a272f3c4d66,da4fd425-7d45-4c5f-96ed-7930a056e45b,473902.0,Long Term,713.0,1042511.0,5 years,Home Mortgage,Debt Consolidation,22240.45,14.0,,7.0,0.0,232655.0,386496.0,0.0,0.0,Heather Mercado,875-538-3741
65688ec3-f816-4745-8eb0-79a08c41ecfd,d3790b57-80e5-45f7-8b4f-81baa72e1df1,223344.0,Short Term,716.0,1195898.0,10+ years,Rent,Debt Consolidation,11759.86,17.6,71.0,7.0,0.0,94677.0,167618.0,0.0,0.0,Jason Proctor,992-305-9986
d4fe49c5-f897-4540-9366-f2099e3bc9b6,a0b2bc45-742c-441b-858e-5acbaab04147,766238.0,Long Term,649.0,1796165.0,< 1 year,Rent,Debt Consolidation,36821.24,33.1,,10.0,0.0,510093.0,925760.0,0.0,0.0,Linda Haynes,161-101-3224
534159bc-4ac2-4f65-9637-12ba88afa78d,5e374d0a-a7cd-4ea6-8814-00043ea61aa1,471152.0,Long Term,688.0,1017279.0,< 1 year,Rent,Debt Consolidation,14496.24,8.5,,7.0,0.0,115444.0,218064.0,0.0,0.0,Tami Mccoy,814-459-7010
8310d972-63ad-4a60-9a79-4a75862fb5f6,ef9ddefc-a550-4245-a80f-822911c31d1f,563486.0,Short Term,747.0,2647308.0,2 years,Rent,Debt Consolidation,45666.12,16.8,,26.0,0.0,137256.0,2337082.0,0.0,0.0,Walter Salazar,211-688-4382
119b9755-018f-436c-aa50-0a9b4c13f0d3,746fc09f-1ef1-4083-9a2a-251d3e6608fa,219824.0,Long Term,702.0,2088328.0,< 1 year,Home Mortgage,Debt Consolidation,22275.41,21.7,,13.0,1.0,155800.0,451044.0,1.0,0.0,Kathryn Smith,795-271-7489
61d9fcf2-81ac-409a-8582-7dbee3c2d28b,4d1fef0f-293c-4090-92be-a7fc30b34cee,304986.0,Long Term,674.0,4872778.0,3 years,Rent,Debt Consolidation,30130.01,21.9,26.0,13.0,0.0,155078.0,1081740.0,0.0,0.0,Johnny Austin,302-920-2353
2948d139-5fcf-40af-9a32-7e3d0f181164,659b0c70-c16a-4e27-89cc-4843cf8e56ac,105666.0,Long Term,742.0,806170.0,4 years,Home Mortgage,Debt Consolidation,15135.78,15.9,,10.0,0.0,226708.0,653026.0,0.0,0.0,Matthew Bell,804-137-4063
121819ed-eaeb-44a0-b6be-5311b12fea37,f55ee079-2735-4de0-838f-6f906e876def,346412.0,Short Term,,,9 years,Home Mortgage,Debt Consolidation,7824.39,14.8,74.0,10.0,0.0,333678.0,482966.0,0.0,0.0,Michelle Chavez,272-219-1520
2107184a-4425-409d-a86e-76c0134d797e,866ee209-7187-4290-a21c-57dcd80d89fc,253506.0,Long Term,733.0,1403492.0,4 years,Rent,Debt Consolidation,30525.78,26.7,40.0,19.0,0.0,16492.0,149138.0,0.0,0.0,Anthony Martinez,514-859-6895
f30d1652-e200-4672-8d07-e4e2b2c1f3a8,cb67a8b2-2616-42a2-b01c-9fc091cf3a13,170126.0,Short Term,712.0,1137492.0,3 years,Rent,other,3564.21,12.5,40.0,5.0,0.0,70205.0,109692.0,0.0,0.0,Paul Moore,881-316-8585
96352ce5-5129-4444-a07c-9e7390d2352e,477c70fa-2b8f-4003-9bf1-d5591504dcd0,134398.0,Short Term,746.0,2205425.0,10+ years,Own Home,Medical Bills,38447.83,33.5,,15.0,0.0,668629.0,1084314.0,0.0,0.0,David Ward,491-497-5780
875edb92-c7ec-4a05-8824-912927f015e3,9813f700-2aa9-4d58-989f-6c6a7f7335f3,442948.0,Long Term,719.0,956365.0,2 years,Rent,Debt Consolidation,26618.81,8.0,,17.0,0.0,384351.0,1101562.0,0.0,0.0,John Pacheco,687-327-7342
a4f187d0-8f0b-4b39-afed-525e169f53cd,8de92ad9-0cd0-49e4-b0fe-ed393b995c20,142868.0,Short Term,740.0,2429815.0,10+ years,Rent,Debt Consolidation,14781.43,31.0,52.0,15.0,0.0,189449.0,507782.0,0.0,0.0,Whitney Daniels,941-521-6982
dee684fd-e1f1-48f7-a97e-c4fb2287f7be,7ec274f2-b527-4979-984a-6d8ada586d57,332508.0,Short Term,707.0,926345.0,4 years,Home Mortgage,Debt Consolidation,13895.27,19.6,,9.0,0.0,356554.0,571010.0,0.0,0.0,Erin Gregory,706-787-8325
d1fc9fab-c527-4bb4-83bf-09ac9e459766,4ef48201-a369-4338-b82e-804bbf936c8c,235950.0,Short Term,726.0,1164396.0,7 years,Own Home,Debt Consolidation,13390.63,15.7,,7.0,0.0,168074.0,321156.0,0.0,0.0,Philip Parker,464-641-1079
5caa7b9b-6313-4d33-8e01-cd3a81a1f771,1dd6d4cc-f990-4ba9-9fc7-e549b64e2165,290708.0,Short Term,7440.0,1487776.0,10+ years,Rent,Debt Consolidation,10067.15,17.1,,9.0,0.0,387277.0,1047706.0,0.0,0.0,Stephanie Jackson,556-343-4700
14357507-a87b-4196-9895-0e9fdae22b65,15980a3b-7446-4a31-a41f-2daa13b1b368,153714.0,Short Term,740.0,995714.0,10+ years,Home Mortgage,Debt Consolidation,13939.92,21.7,,8.0,0.0,218614.0,371184.0,0.0,0.0,Brittany Pittman,563-415-7419
872e132f-e066-40a3-926c-16e51fabce5b,d2cab0de-87cb-4341-9d18-20b6a069614d,69366.0,Short Term,731.0,1273133.0,3 years,Rent,Debt Consolidation,28433.5,20.5,,11.0,0.0,84930.0,339086.0,0.0,0.0,Jessica Woods,416-325-5221
6d56e22d-99f0-458b-a02f-3480c5ccb3b1,bd45417d-ddfb-41e2-a2b3-1d194b3e9775,108878.0,Short Term,751.0,1316434.0,10+ years,Home Mortgage,Debt Consolidation,4377.22,37.5,,18.0,0.0,354920.0,2151556.0,0.0,0.0,Jeff Thomas,951-307-1228
f07b51a2-773f-403c-bca8-8b49db584b1c,cf7843b1-70dd-4983-8d3b-389edbb4a335,288068.0,Long Term,685.0,948062.0,2 years,Rent,Debt Consolidation,22121.32,14.5,,13.0,0.0,358359.0,527912.0,0.0,0.0,Felicia Jones,971-109-8680
885c40ae-6672-457c-8ee4-03c2f5069b6c,eb7d366d-d124-4756-8e61-7996e948a068,447436.0,Long Term,722.0,1159266.0,10+ years,Home Mortgage,Debt Consolidation,20287.25,43.4,,17.0,0.0,448514.0,1022318.0,0.0,0.0,Elizabeth Reyes,873-892-4461
57c8c784-d7cf-4cdb-a0c1-4a79716dee82,7e5e0b4e-b7fe-4a1b-8a02-e45449fdccdf,401192.0,Short Term,721.0,1116440.0,4 years,Rent,Debt Consolidation,14792.83,13.5,48.0,9.0,0.0,431414.0,731368.0,0.0,0.0,William Humphrey,931-842-2164
e44cd186-969e-402a-a477-34623d8cb71f,44504b6f-f041-48da-826b-1fcd71ada40a,165440.0,Short Term,,,3 years,Home Mortgage,Debt Consolidation,8257.21,12.2,,7.0,0.0,54986.0,117260.0,0.0,0.0,Taylor Smith,403-634-5110
99565f3b-7644-4f15-b869-4bdde4cbec4e,8248911f-1a7b-442c-aada-85dfcb6cd9e1,168124.0,Short Term,7110.0,967955.0,1 year,Rent,other,14519.42,14.5,34.0,18.0,0.0,143697.0,311608.0,0.0,0.0,Eileen Garrison,624-644-8218
3fad35c7-6e68-4844-975c-337531bdb98f,52c65ac6-66ec-41b2-97de-51195446fc46,306460.0,Long Term,652.0,3503106.0,7 years,Rent,Business Loan,7590.12,10.2,,9.0,0.0,133817.0,303226.0,0.0,0.0,Patricia Miller,348-148-8637
20bca72c-e5f3-4513-bab8-42f8fde05607,0dfab644-1eb7-4b17-85bc-403633674687,657162.0,Short Term,740.0,3783660.0,3 years,Home Mortgage,Debt Consolidation,25508.07,15.2,13.0,14.0,0.0,579937.0,948464.0,0.0,0.0,Eric Wallace,223-146-6420
572b4f50-926c-4fa6-9c78-864898ffdee4,f25cc8c7-a39e-48e2-a5b1-6925f9a43582,314072.0,Short Term,748.0,627722.0,10+ years,Rent,Debt Consolidation,9959.99,29.2,,11.0,0.0,211242.0,1881462.0,0.0,0.0,Cynthia White,297-184-9333
170a2bf9-fd2f-4a9d-9f2f-7d2ecfb22b34,5dfd5741-4ff1-444c-800b-0c588483128a,763686.0,Long Term,740.0,2581663.0,3 years,Rent,Debt Consolidation,46469.82,25.6,,15.0,0.0,1137036.0,3033580.0,0.0,0.0,Mallory Fisher,275-486-8413
efd9fafc-ba0e-4d8d-98c2-86a24e361606,13f957c2-8e44-42d0-a2bb-f743a3acdd55,526900.0,Long Term,667.0,1516808.0,10+ years,Rent,Debt Consolidation,22246.53,23.0,6.0,7.0,0.0,196992.0,254584.0,0.0,0.0,Sarah Garcia,743-248-5206
f8edc5d8-1b14-41e1-8f74-0df42e6d9e61,13a01f7f-e356-4b65-9b6e-4fe9e9779791,330132.0,Short Term,743.0,1520608.0,8 years,Rent,Debt Consolidation,17613.76,17.0,7.0,15.0,0.0,133133.0,213510.0,0.0,0.0,Sarah Nunez,107-376-6391
ad1bee4b-5993-49e6-afbe-f344f079ada0,5835fba3-adde-4544-9d71-821b598da528,774928.0,Short Term,,,< 1 year,Home Mortgage,Debt Consolidation,50060.44,15.9,43.0,11.0,0.0,721715.0,1069992.0,0.0,0.0,Molly Carter,929-633-2788
4dd12f87-b666-40ad-a1c8-3794557f96ed,b522e2f3-2e4c-48a0-8b68-71ac3f22df98,531124.0,Long Term,,,< 1 year,Home Mortgage,Debt Consolidation,30020.95,19.0,,22.0,1.0,563293.0,949388.0,1.0,0.0,Jeffrey Murray,360-528-4559
41408c28-ce1c-4acf-8a2a-2941c93b84dd,e365ef81-c062-4c2c-b21a-c8b90e84b3fe,292072.0,Short Term,,,4 years,Home Mortgage,Debt Consolidation,15030.33,9.8,,10.0,0.0,304133.0,525602.0,0.0,0.0,Lynn Maldonado,552-237-5741
e840a6a8-28a2-4b38-9863-390381eebee2,2ed5467e-f5ee-4a35-8b86-2df1390672c4,99999999.0,Short Term,746.0,1132590.0,8 years,Rent,Debt Consolidation,8230.23,22.0,20.0,5.0,0.0,298623.0,917180.0,0.0,0.0,Clarence Norman,704-130-3055
a900656d-6764-4fe1-bd64-8452ee62e540,9efee5e3-cac0-4e68-8e38-9b0e83e5e50c,107668.0,Short Term,747.0,1394790.0,4 years,Home Mortgage,Debt Consolidation,29290.59,18.2,11.0,10.0,0.0,160474.0,529386.0,0.0,0.0,Michael Beard,485-429-5045
01579727-e7e1-4621-98de-ea7b6f0a68a3,2041dcbb-2702-42aa-97dd-ca0c211ffe1e,268906.0,Short Term,738.0,909606.0,< 1 year,Rent,Debt Consolidation,16145.63,18.0,14.0,11.0,0.0,589285.0,1201288.0,0.0,0.0,Destiny Moore,581-899-5658
32c5d204-f4d0-4174-907b-a7882629a563,64a5ce53-f0cf-41f9-b338-5ad3fe0056b4,62172.0,Short Term,,,< 1 year,Rent,Debt Consolidation,3239.69,5.8,,11.0,0.0,97774.0,193182.0,0.0,0.0,Matthew Goodwin,235-668-6506
008f1b41-9312-44b3-8531-c00f3f28da51,ebc1af23-93ec-40d6-8f05-d993bc96b992,156398.0,Short Term,716.0,1234962.0,10+ years,Home Mortgage,other,26757.7,19.5,9.0,21.0,0.0,466108.0,958606.0,0.0,0.0,Amy Davis,572-835-3754
ea65b743-89e5-4d97-8ecf-03703ebb2254,a68ab034-8859-456c-aa4a-b2ccf80eee6e,44198.0,Long Term,717.0,839838.0,10+ years,Home Mortgage,other,15047.24,17.5,40.0,7.0,1.0,127699.0,176858.0,1.0,0.0,Monica Rivera,282-211-7719
7648926c-e646-442d-a9e3-12e388c104a6,34505802-ae5a-4644-8d74-d3683cd8f50f,765314.0,Long Term,690.0,1888410.0,5 years,Home Mortgage,Home Improvements,10543.48,16.5,,11.0,0.0,97869.0,602822.0,0.0,0.0,Adam Galloway,584-504-5448
976a2cac-aebd-4945-84fe-b2d6dfdab4c1,5605bbbb-3173-401f-8c79-6597bb89ad2b,232364.0,Short Term,742.0,580260.0,5 years,Home Mortgage,Debt Consolidation,4506.61,22.3,,5.0,0.0,79363.0,685740.0,0.0,0.0,Lisa Miller,823-206-2393
1eb4c0ae-7d6b-4764-8b74-60a24e341cd7,6d8b52bc-ace0-407b-be61-317de1f51e98,141724.0,Short Term,7150.0,847400.0,5 years,Rent,Debt Consolidation,14405.61,13.8,66.0,8.0,0.0,80750.0,102520.0,0.0,0.0,Cindy Brown,917-771-7551
